Transaction_ID,Account_ID,Date,Amount,Transaction_Type,Mode,Location,Channel,Is_Fraudulent
T01727,A00567,2025-05-16,36710,Debit,Net Banking,Delhi,POS,Yes
T01728,A00574,2025-01-22,68500,Credit,Card,Hyderabad,Mobile App,No
T01729,A00123,2025-06-14,122295,Debit,UPI,Delhi,Internet Banking,No
T01730,A00109,2024-10-21,158818,Debit,Card,Kolkata,Mobile App,No
T01731,A00393,2024-12-22,33352,Credit,UPI,Kolkata,POS,No
T01732,A00278,2025-02-26,98236,Credit,UPI,Mumbai,Internet Banking,No
T01733,A00036,2024-11-19,181614,Debit,Card,Hyderabad,POS,Yes
T01734,A00208,2025-05-06,194413,Credit,UPI,Hyderabad,ATM,No
T01735,A00313,2025-03-18,65983,Debit,ATM,Hyderabad,POS,No
T01736,A00214,2025-03-26,34517,Debit,UPI,Mumbai,POS,Yes
T01737,A00516,2025-05-10,40293,Credit,ATM,Mumbai,ATM,No
T01738,A00536,2025-06-30,24590,Credit,Card,Bengaluru,Mobile App,Yes
T01739,A00067,2025-06-07,131622,Credit,ATM,Kolkata,Mobile App,Yes
T01740,A00520,2024-07-25,143035,Credit,Net Banking,Mumbai,POS,No
T01741,A00506,2024-09-11,62035,Debit,UPI,Chennai,ATM,No
T01742,A00211,2025-06-11,185749,Debit,Net Banking,Hyderabad,POS,Yes
T01743,A00562,2025-06-08,66782,Credit,Card,Mumbai,ATM,No
T01744,A00482,2024-12-24,164800,Debit,ATM,Mumbai,Mobile App,No
T01745,A00454,2024-08-02,177153,Debit,Card,Mumbai,Mobile App,No
T01746,A00368,2024-07-31,84336,Credit,UPI,Hyderabad,Internet Banking,No
T01747,A00525,2024-11-28,183708,Debit,ATM,Delhi,POS,No
T01748,A00228,2025-06-13,141579,Debit,UPI,Bengaluru,ATM,Yes
T01749,A00240,2024-09-07,28794,Debit,UPI,Chennai,ATM,No
T01750,A00220,2024-10-19,154948,Debit,Card,Hyderabad,POS,No
T01751,A00415,2024-07-29,47373,Credit,ATM,Bengaluru,ATM,No
T01752,A00291,2024-08-11,193025,Credit,UPI,Kolkata,Internet Banking,Yes
T01753,A00487,2024-09-01,2046,Credit,UPI,Mumbai,POS,No
T01754,A00461,2024-10-15,79401,Debit,Card,Mumbai,Internet Banking,No
T01755,A00015,2024-08-12,142373,Debit,UPI,Chennai,Mobile App,No
T01756,A00258,2025-03-27,126742,Debit,UPI,Hyderabad,POS,No
T01757,A00097,2024-08-26,129242,Debit,Net Banking,Chennai,ATM,No
T01758,A00239,2025-01-08,10965,Credit,Card,Chennai,Mobile App,Yes
T01759,A00009,2024-08-27,113194,Debit,Card,Chennai,ATM,Yes
T01760,A00013,2025-06-04,129260,Credit,Net Banking,Chennai,Mobile App,Yes
T01761,A00116,2024-09-17,166311,Credit,ATM,Hyderabad,POS,Yes
T01762,A00358,2025-01-18,100292,Debit,ATM,Kolkata,POS,Yes
T01763,A00198,2025-02-28,150722,Credit,Card,Bengaluru,Internet Banking,Yes
T01764,A00525,2024-07-08,52076,Credit,ATM,Mumbai,Mobile App,No
T01765,A00430,2024-10-21,54880,Debit,UPI,Mumbai,Internet Banking,No
T01766,A00024,2024-12-08,61567,Credit,Net Banking,Chennai,Internet Banking,No
T01767,A00191,2025-03-22,198688,Credit,UPI,Mumbai,Internet Banking,No
T01768,A00559,2025-01-26,44705,Debit,Net Banking,Hyderabad,ATM,No
T01769,A00131,2025-06-26,154479,Credit,Net Banking,Bengaluru,POS,Yes
T01770,A00406,2024-08-20,154651,Debit,UPI,Chennai,POS,Yes
T01771,A00137,2024-12-31,146426,Credit,UPI,Delhi,Mobile App,No
T01772,A00358,2024-11-11,112821,Credit,UPI,Hyderabad,Internet Banking,Yes
T01773,A00271,2024-12-10,92975,Credit,Net Banking,Kolkata,POS,Yes
T01774,A00171,2024-12-19,25075,Credit,Card,Bengaluru,POS,No
T01775,A00041,2025-04-12,93939,Credit,UPI,Kolkata,Internet Banking,No
T01776,A00269,2025-03-07,161976,Credit,UPI,Kolkata,Mobile App,No
T01777,A00070,2024-07-08,15084,Debit,ATM,Mumbai,POS,Yes
T01778,A00175,2024-10-21,43597,Debit,UPI,Bengaluru,POS,No
T01779,A00239,2024-09-11,89305,Credit,ATM,Hyderabad,POS,No
T01780,A00088,2024-07-24,122592,Credit,Card,Bengaluru,POS,Yes
T01781,A00036,2024-07-08,187903,Credit,Net Banking,Kolkata,Internet Banking,No
T01782,A00365,2025-06-03,142418,Debit,UPI,Kolkata,Mobile App,No
T01783,A00462,2025-05-07,174560,Credit,ATM,Kolkata,Internet Banking,Yes
T01784,A00473,2024-09-28,76078,Credit,Card,Mumbai,POS,No
T01785,A00138,2025-05-20,113684,Debit,Net Banking,Chennai,Mobile App,Yes
T01786,A00008,2025-01-17,72173,Credit,Net Banking,Hyderabad,Mobile App,Yes
T01787,A00275,2025-03-07,15128,Debit,Net Banking,Hyderabad,POS,Yes
T01788,A00287,2024-11-07,136353,Credit,Net Banking,Kolkata,Internet Banking,Yes
T01789,A00068,2024-12-06,87536,Debit,Net Banking,Chennai,Internet Banking,Yes
T01790,A00021,2025-02-09,166965,Credit,ATM,Kolkata,POS,Yes
T01791,A00058,2024-11-10,132078,Debit,Net Banking,Hyderabad,Mobile App,Yes
T01792,A00507,2025-03-11,94282,Debit,UPI,Mumbai,Internet Banking,Yes
T01793,A00279,2025-03-07,192838,Debit,UPI,Bengaluru,Internet Banking,Yes
T01794,A00103,2025-05-01,138326,Debit,ATM,Hyderabad,POS,Yes
T01795,A00579,2024-11-03,139142,Debit,Net Banking,Kolkata,ATM,No
T01796,A00221,2025-01-04,50459,Credit,UPI,Hyderabad,Internet Banking,Yes
T01797,A00164,2025-02-15,193776,Debit,UPI,Chennai,ATM,No
T01798,A00278,2025-03-15,142047,Credit,ATM,Kolkata,Mobile App,Yes
T01799,A00381,2025-03-27,45135,Debit,Net Banking,Kolkata,Mobile App,Yes
T01800,A00246,2025-01-21,84153,Debit,UPI,Hyderabad,POS,Yes
